codigo,producto,producto_produccion_cero,apto_para_simulacion,estado_simulacion,choque_demanda_final_unitario,produccion_directa,produccion_indirecta,produccion_total,importaciones_intermedias_directas,importaciones_intermedias_indirectas,importaciones_intermedias_totales,valor_agregado_directo,valor_agregado_indirecto,valor_agregado_total,impuestos_netos_sobre_insumos_intermedios_asociados_directos,impuestos_netos_sobre_insumos_intermedios_asociados_indirectos,impuestos_netos_sobre_insumos_intermedios_asociados_totales,empleo_directo_puestos,empleo_indirecto_puestos,empleo_total_puestos,residuo_identidad_produccion_max_abs
P013,Frutas tropicales y subtropicales,False,True,apto,1,1,0.195015879195874,1.19501587919587,0.0587643220055977,0.0369774157001724,0.0957417377057701,0.795940123351153,0.103971104457974,0.899911227809127,0.0023530092899014,0.00199402519519167,0.00434703448509307,41.1289398836916,2.35207379036309,43.4810136740547,3.39625737608021e-15
P014,"Berries, otras frutas y semillas de frutas",False,True,apto,1,1,0.290967411937759,1.29096741193776,0.0911898482729312,0.0606214639466936,0.151811312219625,0.694223179283195,0.147914360084943,0.842137539368138,0.0036393557195054,0.00241179269272325,0.00605114841222865,42.6503672192656,1.97861895097894,44.6289861702445,4.33594132820403e-15
P015,Palma africana,False,True,apto,1,1,0.392111152100218,1.39211115210022,0.105891233101788,0.0679960896975048,0.173887322799293,0.595429671843777,0.222107398260499,0.817537070104276,0.0045778912831401,0.00399771581328036,0.00857560709642046,9.83685311926389,4.3477682144177,14.1846213336816,2.5352983601401e-15
P016,Café en grano,False,True,apto,1,1,1.08956023340053,2.08956023340053,0.0256977031091728,0.0596644498257336,0.0853621529349063,0.353740002778087,0.555778992133136,0.909518994911223,0.0010216365892018,0.00409721556465703,0.00511885215385883,9.3624478109816,21.7343191717852,31.0967669827668,2.44249065417534e-15
P017,Cardamomo,False,True,apto,1,1,0.815831958221357,1.81583195822136,0.0322794067933635,0.0531831835435763,0.0854625903369398,0.448540363340139,0.46005233185385,0.908592695193989,0.0019869239964206,0.00395779047264008,0.00594471446906068,17.7936907941185,18.9114177021366,36.7051084962551,8.60422844084496e-16
P018,Caucho natural,False,True,apto,1,1,0.995857734013201,1.9958577340132,0.0722185829674835,0.102175797516472,0.174394380483955,0.353496600277868,0.458337866620348,0.811834466898216,0.0062383341629519,0.00753281845484784,0.0137711526177997,5.3476068822384,5.7739557087633,11.1215625910017,3.33066907387547e-16
P019,Propagación de plantas,False,True,apto,1,1,0.687311444177332,1.68731144417733,0.183431901566086,0.0930434820803643,0.276475383646451,0.317489794452028,0.375016503557705,0.692506298009733,0.0240655195886602,0.00695279875511764,0.0310183183437778,20.5332283093726,5.7918307297852,26.3250590391578,1.58380253356682e-15
P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",False,True,apto,1,1,0.366295022370073,1.36629502237007,0.117526946563747,0.0626345667250921,0.180161513288839,0.624318855886604,0.18091063571615,0.805229491602754,0.0101804981869565,0.00442849692143853,0.014608995108395,34.8776791206861,3.92982384746225,38.8075029681484,1.23936293831297e-15
P021,Ganado bovino,False,True,apto,1,1,0.293011240490947,1.29301124049095,0.072537431515594,0.053286569122154,0.125824000637748,0.720001729407424,0.149426574699339,0.869428304106763,0.0029946799813082,0.00175301527416501,0.00474769525547321,19.7371074241943,3.06340070308424,22.8005081272785,1.34140203285338e-15
P022,Ganado porcino y otro tipo de animales vivos n.c.p.,False,True,apto,1,1,0.854798289364496,1.8547982893645,0.0456604961930182,0.241263042707271,0.286923538900289,0.368873965257228,0.336993100110076,0.705867065367304,0.0045930354124612,0.00261636031992544,0.00720939573238664,15.3264928433761,9.80405646270597,25.1305493060821,4.53847029402432e-16
P023,Aves de corral,False,True,apto,1,1,0.97239514159786,1.97239514159786,0.0532986431859265,0.246780355529306,0.300078998715232,0.326595429689808,0.367904162900283,0.694499592590091,0.0026454599795695,0.00277594871509067,0.00542140869466017,4.14546505726342,10.4159146535557,14.5613797108191,1.2490009027033e-15
P024,Leche cruda,False,True,apto,1,1,0.848721816507501,1.8487218165075,0.170049010464766,0.181627850279911,0.351676860744677,0.232075328388904,0.407452096944678,0.639527425333582,0.0047042366619648,0.00409147725974879,0.00879571392171359,6.21427308365608,10.8310082907396,17.0452813743957,3.91562240395276e-15
P025,Huevos,False,True,apto,1,1,0.469389998638413,1.46938999863841,0.0364493421445417,0.134210786587761,0.170660128732302,0.64117740560098,0.184189585677487,0.825366991278467,0.0025138455705264,0.00145903441869464,0.00397287998922104,8.02699273605245,5.20386172632459,13.230854462377,4.44535765619855e-15
P026,Otros productos de animales vivos,False,True,apto,1,1,0.590595108884549,1.59059510888455,0.0408170723245718,0.0744247159866353,0.115241788311207,0.60549156262972,0.271531753711056,0.877023316340776,0.0033727538428438,0.0043621415051572,0.007734895348001,19.2647359378314,4.13741782594634,23.4021537637778,1.74189773916093e-15
P027,Troncos de madera y leña,False,True,apto,1,1,0.159039146951244,1.15903914695124,0.048608841042238,0.0254722100911603,0.0740810511333983,0.824559169560504,0.0936136679100743,0.918172837470578,0.0055850366885027,0.00216107470751058,0.00774611139601328,53.5521360406803,2.5635977016547,56.115733742335,2.61943244872498e-15
P028,Productos forestales no madereros,False,True,apto,1,1,0.32678000529741,1.32678000529741,0.0592951820252802,0.0487883836787079,0.108083565703988,0.693996567729799,0.18793805743396,0.881934625163759,0.0060565871621973,0.00392522197004454,0.00998180913224184,41.1302106040178,3.26689058761366,44.3971011916315,4.74965148964258e-16
P029,"Peces vivos, frescos o refrigerados",False,True,apto,1,1,0.232283382426516,1.23228338242652,0.228187039363356,0.0368300128926286,0.265017052255985,0.565695543356349,0.129906958517301,0.69560250187365,0.0377588591228963,0.00162158674746236,0.0393804458703587,23.0453629755207,2.24833011687787,25.2936930923986,3.59087759527199e-15
P030,Crustáceos sin congelar y otros productos de la pesca,False,True,apto,1,1,0.68388643177874,1.68388643177874,0.0900541536041915,0.163611849828741,0.253666003432933,0.433533000932037,0.303120039317986,0.736653040250023,0.0066183086139817,0.00306264770304158,0.00968095631702328,10.6053832641572,8.07671943542266,18.6821026995799,1.85962356624714e-15
P031,Petróleo crudo y gas natural,False,True,apto,1,1,0.348950080873102,1.3489500808731,0.154865403536965,0.0546995274356109,0.209564930972576,0.584166239031867,0.193496096725295,0.777662335757162,0.0094375233443885,0.0033352099258256,0.0127727332702141,0.226356941229024,1.40209875827078,1.6284556994998,1.98452365651747e-15
P032,Minerales metálicos,False,True,apto,1,1,0.352245264271733,1.35224526427173,0.137870280669499,0.0600727427873312,0.19794302345683,0.607281842898952,0.183928645780808,0.79121048867976,0.0074501092119579,0.00339637865142544,0.0108464878633833,0.646276435085976,1.66007766254056,2.30635409762653,1.66533453693773e-16
P033,Minerales no metálicos,False,True,apto,1,1,0.371698171807173,1.37169817180717,0.119605875969657,0.0466794250624354,0.166285301032093,0.595390100901424,0.221548356858921,0.816938457760345,0.0132833300769571,0.00349291113057657,0.0167762412075337,13.355403922986,2.42196853579844,15.7773724587844,2.89004931097736e-15
P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,False,True,apto,1,1,0.981668206727349,1.98166820672735,0.0162871329954537,0.0980048974339638,0.114292030429418,0.229248471763849,0.648192170354663,0.877440642118512,0.0031701354078724,0.00509719204417281,0.00826732745204521,4.13764391605483,15.5639941066803,19.7016380227351,4.46534085749017e-15
P035,Carne y despojos comestibles de ganado porcino,False,True,apto,1,1,1.35180574639109,2.35180574639109,0.00707989593121548,0.20358524009939,0.210665136030606,0.240283718626063,0.54156569152404,0.781849410150103,0.0014929480310954,0.00599250578817634,0.00748545381927174,5.39600393141878,17.8392294734092,23.235233404828,6.77409517368943e-16
P036,Carne y despojos comestibles de aves,False,True,apto,1,1,1.36674459892313,2.36674459892313,0.0327877574317016,0.202664433480404,0.235452190912106,0.232209557767583,0.524134735363849,0.756344293131432,0.0030433259938809,0.00516018996255502,0.00820351595643592,2.71844812886557,10.3515221782878,13.0699703071533,1.34104966714732e-15
P037,Carne y despojos de otros animales y conservas y preparados de carne,False,True,apto,1,1,0.957831192987824,1.95783119298782,0.132759780230474,0.118508567831432,0.251268348061906,0.331008199662538,0.405495763082576,0.736503962745114,0.007463375393031,0.00476431379991957,0.0122276891929506,3.08423222589426,8.79581331811143,11.8800455440057,2.61119251221409e-15
P038,"Pescado congelado, preparado o en conserva y sus productos",False,True,apto,1,1,0.193855462069705,1.19385546206971,0.561589702310698,0.0292827682296098,0.590872470540308,0.281098073696557,0.114140051834499,0.395238125531056,0.0114507639660541,0.0024386399625677,0.0138894039286218,1.12891004339003,1.64369209454537,2.7726021379354,3.05745012640912e-15
P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",False,True,apto,1,1,0.487116534210063,1.48711653421006,0.364377744534871,0.100046890515477,0.464424635050348,0.288884985350189,0.237989273800647,0.526874259150836,0.0046892764932575,0.00401182930552573,0.00870110579878323,1.15971587983478,2.90170531713842,4.0614211969732,1.63757896132211e-15
P040,"Vegetales preparados o en conserva, legumbres y papas",False,True,apto,1,1,0.693867211274913,1.69386721127491,0.234574952844729,0.0866082253938074,0.321183178238536,0.247194883217109,0.417320731643835,0.664515614860944,0.0111948162151006,0.00310639068536509,0.0143012069004657,1.30282230221244,17.2536879582788,18.5565102604912,1.57339419271096e-15
P041,Preparaciones y conservas de frutas y nueces,False,True,apto,1,1,0.484492346034201,1.4844923460342,0.156979670764744,0.0595871494297699,0.216566820194514,0.490444274895933,0.284686722745382,0.775130997641315,0.0049113614684137,0.003390820695734,0.0083021821641477,2.44658056023034,11.3790983865029,13.8256789467332,5.16947595841089e-16
P042,Jugos de frutas,False,True,apto,1,1,0.650305067851829,1.65030506785183,0.219723385951678,0.0795391485139454,0.299262534465624,0.300472502101061,0.384620369884679,0.68509287198574,0.0107326391810052,0.00491195436759311,0.0156445935485983,1.68563736901292,10.0691601289079,11.7547974979208,1.84921522539128e-15
P043,Aceites de origen vegetal,False,True,apto,1,1,0.806936246259059,1.80693624625906,0.114224597823929,0.103482159841262,0.217706757665191,0.338945540607118,0.435118098317872,0.77406363892499,0.0030223476972932,0.00520725571250548,0.00822960340979868,1.7745315110322,6.46480434090994,8.23933585194215,3.80251385934116e-15
P044,"Margarina, grasas y otros aceites de origen animal y vegetal",False,True,apto,1,1,0.848871606987006,1.84887160698701,0.142454389617178,0.105962660689707,0.248417050306885,0.302353110781873,0.438964573860039,0.741317684641912,0.0049578070081435,0.00530745804303666,0.0102652650511802,2.20499670319043,6.8293318609653,9.03432856415573,3.30985239216375e-15
P045,Leche líquida y crema procesada,False,True,apto,1,1,0.982148370102101,1.9821483701021,0.0756343738401286,0.164806892222943,0.240441266063072,0.337293302037916,0.4085895861375,0.745882888175416,0.0075801035198787,0.00609574224159795,0.0136758457614766,7.1529967515256,8.75965832288823,15.9126550744138,2.81719092498633e-15
P046,Otros productos lácteos n.c.p.,False,True,apto,1,1,0.92770447250568,1.92770447250568,0.0812478353815736,0.154720499261283,0.235968334642856,0.361618499878348,0.38766667710845,0.749285176986798,0.008941646360658,0.00580484200965532,0.0147464883703133,7.58654209650652,8.23770916696234,15.8242512634689,4.74576974940355e-15
P047,Harina de trigo,False,True,apto,1,1,0.265690336823563,1.26569033682356,0.557671656946243,0.0429236533168879,0.600595310263131,0.246033061275861,0.144540976533314,0.390574037809175,0.0056501533470336,0.00318049858063704,0.00883065192767065,0.242523303762718,1.67534300842125,1.91786631218397,1.36708745994592e-15
P048,Arroz sin cáscara,False,True,apto,1,1,0.371875322024819,1.37187532202482,0.39882766068208,0.0608734672968483,0.459701127978928,0.329753210671908,0.198364089540798,0.528117300212706,0.0094254525226924,0.00275611928566005,0.0121815718083524,0.567134224072353,6.15379386470997,6.72092808878232,2.22648878229603e-15
P049,"Otros productos de molinería, almidones y productos de almidón",False,True,apto,1,1,0.446850482913574,1.44685048291357,0.328222622155218,0.0679340136044594,0.396156635759678,0.351673809098458,0.243855500035205,0.595529309133663,0.0074505698385415,0.00086348526809663,0.00831405510663813,2.38579981407583,15.6058997360158,17.9916995500916,3.15719672627779e-15
P050,Pan y otros productos de panadería y repostería n.c.p.,False,True,apto,1,1,0.671755479697028,1.67175547969703,0.107251557414916,0.179440395928455,0.286691953343371,0.408463637206445,0.294314789821253,0.702778427027698,0.0055418054960508,0.00498781413282444,0.0105296196288752,7.07292847848803,3.71651279037467,10.7894412688627,4.71844785465692e-16
P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",False,True,apto,1,1,0.466213870702468,1.46621387070247,0.138359694343407,0.0560877228901711,0.194447417233578,0.498006037231411,0.307543364820369,0.80554940205178,0.0028633207780132,-0.0028601400633907,3.18071462249679e-06,27.0082447520188,32.3318962365975,59.3401409886163,1.49186218934005e-16
P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",False,True,apto,1,1,1.02340021077659,2.02340021077659,0.03252517095559,0.123926811385219,0.156451982340809,0.326081421457305,0.504029403240032,0.830110824697337,0.0032632314860857,0.0101739614757194,0.0134371929618051,0.502960979728539,9.01457674655524,9.51753772628378,4.66683983124661e-15
P053,Productos alimenticios n.c.p.,False,True,apto,1,1,0.557837385298879,1.55783738529888,0.264581311908066,0.0671336270661542,0.33171493897422,0.363945999796424,0.28968630759436,0.653632307390784,0.0107358993107983,0.00391685432415602,0.0146527536349543,2.31764431332933,5.56660204348609,7.88424635681542,2.09294387376602e-15
P054,Preparados para alimentación animal,False,True,apto,1,1,0.495422817832493,1.49542281783249,0.406547744872737,0.0714158172988396,0.477963562171576,0.267908707677663,0.251249535363879,0.519158243041542,0.0024573176453017,0.000420877141558429,0.00287819478686013,1.41438377691586,16.9102125277971,18.324596304713,1.30451205393456e-15
P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",False,True,apto,1,1,0.817390596080394,1.81739059608039,0.0885733911216019,0.0911863376061767,0.179759728727779,0.316013048385655,0.48294061614274,0.798953664528395,0.0150616323376646,0.00622497440610273,0.0212866067437673,0.808138085934758,11.054208449468,11.8623465354027,3.75394160201381e-15
P056,Malta y cerveza de malta,False,True,apto,1,1,0.476557132543737,1.47655713254374,0.346950125637262,0.0801769544077721,0.427127080045034,0.299010564284645,0.257823204501346,0.556833768785991,0.0115579228311175,0.00448122833781044,0.0160391511689279,0.235984731730337,2.94625040460006,3.18223513633039,2.307907283252e-15
P057,Bebidas no alcohólicas,False,True,apto,1,1,0.74084031357767,1.74084031357767,0.268432881874335,0.0971703977347554,0.365603279609091,0.246521279787523,0.370331822923073,0.616853102710596,0.0109762694274919,0.00656734825277522,0.0175436176802671,0.508797496709328,4.69132201979665,5.20011951650598,1.83620479932145e-15
P058,Aguas minerales y otras aguas embotelladas,False,True,apto,1,1,0.35482650746658,1.35482650746658,0.111909795593378,0.0535032623260141,0.165413057919392,0.624454551213327,0.199965362876877,0.824419914090204,0.0064816635316944,0.0036853644586682,0.0101670279903626,1.14827652076882,2.6181230404659,3.76639956123472,4.27247484353216e-15
P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",False,True,apto,1,1,0.47480031627593,1.47480031627593,0.301305537013261,0.0877661492414494,0.38907168625471,0.355884903684595,0.241422346348376,0.597307250032971,0.0094634675465834,0.00415759616570396,0.0136210637122874,7.73590266915266,3.64992811354857,11.3858307827012,3.02535774210355e-15
P060,"Prendas de vestir, adobo y teñido de pieles",False,True,apto,1,1,0.579841883212165,1.57984188321217,0.237896706901379,0.0944046131620122,0.332301320063391,0.345759558671227,0.305762681635704,0.651522240306931,0.011086236650181,0.00509020297944642,0.0161764396296274,6.45233075705727,4.59113043948357,11.0434611965408,1.22037796534968e-15
P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,False,True,apto,1,1,0.757920507403146,1.75792050740315,0.109781929746167,0.0648487467239874,0.174630676470155,0.44417714825775,0.369298329280199,0.813475477537949,0.0072014635018241,0.00469238249004213,0.0118938459918662,8.34707265475005,6.64124871922477,14.9883213739748,2.4980018054066e-16
P062,"Calzado y sus partes, de cualquier material y de cualquier uso",False,True,apto,1,1,0.664580535522755,1.66458053552275,0.203462512077019,0.0787895330603589,0.282252045137378,0.374812582202352,0.328475138947027,0.703287721149379,0.0093423310744548,0.00511790263875642,0.0144602337132112,6.43214585484088,5.2819850982788,11.7141309531197,2.52575738102223e-15
P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",False,True,apto,1,1,0.684240775640511,1.68424077564051,0.140476681136286,0.0707248683544756,0.211201549490762,0.333989939367573,0.441095718406924,0.775085657774497,0.0079670965642579,0.00574569617045914,0.013712792734717,6.15381043900858,18.0153754188214,24.16918585783,6.66133814775094e-16
P064,Pasta de papel y papel,False,True,apto,1,1,0.443948668187582,1.44394866818758,0.43754820764954,0.0734707473403524,0.511018954989892,0.232773524727954,0.242758639796908,0.475532164524862,0.0092045896683537,0.00424429081686275,0.0134488804852164,1.64442452445754,3.06178754044129,4.70621206489883,1.83186799063151e-15
P065,Envases de papel y cartón,False,True,apto,1,1,0.4069160380649,1.4069160380649,0.390431181641547,0.0669236340502072,0.457354815691754,0.30857975988857,0.222345724713196,0.530925484601766,0.0079688198801545,0.00375087982629478,0.0117196997064493,2.20733990816871,2.84821225088608,5.05555215905479,3.42998199287514e-15
P066,Productos de la edición,False,True,apto,1,1,0.428055588904762,1.42805558890476,0.155438565915863,0.0573505767119886,0.212789142627851,0.529916967105857,0.246107456708826,0.776024423814684,0.007267335083791,0.00391909847354668,0.0111864335573377,1.78554107379723,3.15383331707862,4.93937439087585,7.22078646875346e-16
P067,Productos de la impresión,False,True,apto,1,1,0.504274031316894,1.50427403131689,0.256611487951916,0.0841191485228767,0.340730636474793,0.369779218271999,0.273352366704073,0.643131584976072,0.0115539854627304,0.00458379308636028,0.0161377785490907,4.80009848184049,3.00957061915805,7.80966910099854,3.01885252906864e-15
P068,"Gasolinas, diésel oil y fuel oils",False,True,apto,1,1,0.187566497783554,1.18756649778355,0.0618745126630313,0.0332520205538048,0.0951265332168361,0.795615021602599,0.102781167544397,0.898396189146996,0.0046803643308764,0.00179691330520068,0.00647727763607708,0.302045032266546,0.804106856747795,1.10615188901434,7.85396053748499e-16
P069,"Aceites, grasas lubricantes y otros aceites preparados",True,False,solo_completitud_algebraica,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",False,True,apto,1,1,0.314451882010302,1.3144518820103,0.18230212435818,0.0436525962645239,0.225954720622704,0.577644040902256,0.183028258665901,0.760672299568157,0.010402738736121,0.00297024107295994,0.0133729798090809,0.207526596724773,1.35034281818083,1.55786941490561,8.32667268468867e-16
P071,"Abonos, fertilizantes y pesticidas",False,True,apto,1,1,0.386993554701612,1.38699355470161,0.306284551297614,0.0806586930253133,0.386943244322927,0.404845222087782,0.198388501310324,0.603233723398106,0.0066014650664663,0.0032215672124815,0.0098230322789478,0.616269781831505,2.04497358779607,2.66124336962757,3.44169137633799e-15
P072,"Pinturas, barnices, tintas y productos relacionados",False,True,apto,1,1,0.385175691937504,1.3851756919375,0.373303038014968,0.0578945675972011,0.431197605612169,0.350605692916167,0.203989635873014,0.554595328789181,0.0108033691696495,0.00340369642896777,0.0142070655986173,1.99542742802246,2.24542194205308,4.24084937007553,4.23966417528732e-15
P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",False,True,apto,1,1,0.315959030473058,1.31595903047306,0.365524461746933,0.0437815863613947,0.409306048108328,0.411885219316109,0.167126086162355,0.579011305478464,0.0090522203903891,0.00263042602279568,0.0116826464131848,1.57811328571995,1.9129032557169,3.49101654143685,3.34931735124222e-15
P074,Otros productos químicos,False,True,apto,1,1,0.724860154345983,1.72486015434598,0.195207828256316,0.0813251677039968,0.276532995960313,0.369645609549442,0.341327725609318,0.710973335158759,0.0065640199583933,0.0059296489224447,0.012493668880838,1.74173560336095,3.98856193966468,5.73029754302564,2.692290834716e-15
P075,Productos farmacéuticos,False,True,apto,1,1,0.416873227327758,1.41687322732776,0.355755080382756,0.0667154342638014,0.422470514646557,0.33708630759353,0.225144797345648,0.562231104939178,0.0114704958265782,0.00382788458763103,0.0152983804142092,1.29803293498767,2.52304516278318,3.82107809777085,3.62383734131555e-15
P076,Productos de caucho y plástico,False,True,apto,1,1,0.300680019115025,1.30068001911502,0.475894306254077,0.0468700901599057,0.522764396413983,0.297666052664328,0.169281651855781,0.466947704520109,0.0075444502990864,0.00274344876678158,0.010287899065868,2.34531811487096,1.81782776710757,4.16314588197852,2.02268757298896e-15
P077,Vidrio y productos de vidrio,False,True,apto,1,1,0.504312048510782,1.50431204851078,0.288806080944953,0.081825880968235,0.370631961913188,0.339603752252841,0.2744512464515,0.614054998704341,0.0096898778171517,0.00562316156528807,0.0153130393824398,0.85317984523818,3.18341843135535,4.03659827659353,4.44089209850063e-16
P078,Productos de cerámica y arcilla,False,True,apto,1,1,0.554216701422346,1.55421670142235,0.136782134550058,0.0701055443291313,0.206887678879189,0.445345628408866,0.332843318783755,0.778188947192621,0.0091440739376576,0.00577929999050504,0.0149233739281626,13.6215428714624,6.20043489308273,19.8219777645451,7.49400541621981e-16
P079,"Cemento, cal y yeso",False,True,apto,1,1,0.553470572181001,1.553470572181,0.095764382889477,0.0813910537326461,0.177155436622123,0.499139610874212,0.307217339901143,0.806356950775355,0.0107183177045012,0.0057692948979741,0.0164876126024753,0.59495603791029,3.09492089239781,3.6898769303081,4.39925873507718e-15
P080,"Artículos de hormigón, cemento y yeso",False,True,apto,1,1,0.898752876022716,1.89875287602272,0.0661392271911231,0.103607194341484,0.169746421532607,0.299627395758881,0.500499125969636,0.800126521728517,0.0206199007764679,0.00950715596237076,0.0301270567388387,3.18983242318755,4.73698175838125,7.9268141815688,3.73312492030209e-15
P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,False,True,apto,1,1,0.683751275082843,1.68375127508284,0.195456565315112,0.0944129332143272,0.289869498529439,0.314154533940122,0.377355266614073,0.691509800554195,0.0120380478276889,0.0065826530886137,0.0186207009163026,3.99976247796047,2.97610914898787,6.97587162694833,4.8242659866915e-15
P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",False,True,apto,1,1,0.392237750591574,1.39223775059157,0.427777727717766,0.0550561659491093,0.482833893666875,0.267835246603186,0.236983100170128,0.504818346773314,0.0084068529751726,0.00394090658460572,0.0123477595597783,0.616429116913268,2.88962709263698,3.50605620955025,2.06085148946045e-15
P083,Productos metálicos estructurales y sus partes de hierro o de acero,False,True,apto,1,1,0.245479855360025,1.24547985536002,0.514618285034395,0.0410123736434989,0.555630658677894,0.29658749803012,0.135496342524383,0.432083840554503,0.0100399376408777,0.00224556312670569,0.0122855007675834,6.04737869178484,1.45744700086234,7.50482569264719,1.29236898960272e-16
P084,Otros productos elaborados de metal,False,True,apto,1,1,0.26174861054578,1.26174861054578,0.469994657851001,0.0320661111017601,0.502060768952761,0.324731486747731,0.159426169020591,0.484157655768322,0.0115339718589926,0.00224760341990732,0.0137815752788999,5.27218613390908,1.84768671399404,7.11987284790312,5.23799753571197e-15
P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",False,True,apto,1,1,0.317888429073518,1.31788842907352,0.347633792190764,0.0586442442235225,0.406278036414286,0.410473340375186,0.172285200140013,0.582758540515199,0.008097704636057,0.00286571843444154,0.0109634230704985,2.83359590025959,2.06359850798031,4.89719440823989,3.61603108567365e-15
P086,Electrodomésticos y sus partes,True,False,solo_completitud_algebraica,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
