codigo,producto,remuneracion_asalariados,impuestos_produccion_importaciones,subvenciones_produccion,excedente_explotacion_bruto,ingreso_mixto_bruto,valor_agregado_bruto_oficial,suma_componentes,residuo_componentes_vab
P036,Carne y despojos comestibles de aves,791.888194639607,12.5462424261048,0,651.539778930266,333.658035261599,1789.63225125758,1789.63225125758,2.27373675443232e-13
P037,Carne y despojos de otros animales y conservas y preparados de carne,312.983399068706,5.45038858274282,0,431.914259224335,84.4080896303547,834.756136506139,834.756136506139,0
P038,"Pescado congelado, preparado o en conserva y sus productos",27.6407448669162,0.831704464086289,0,140.183532145001,2.15769821877009,170.813679694773,170.813679694773,0
P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",21.8746870130503,0.658204940816202,0,111.020708648557,1.70758687696239,135.261187479385,135.261187479385,2.8421709430404e-14
P040,"Vegetales preparados o en conserva, legumbres y papas",38.7047100186909,1.53478537834315,0,198.07353023349,11.3821674601077,249.695193090632,249.695193090632,0
P041,Preparaciones y conservas de frutas y nueces,72.9501617811211,2.96778070695899,0,388.694098992898,19.7020201156763,484.314061596655,484.314061596655,5.6843418860808e-14
P042,Jugos de frutas,59.5208854828536,2.07448976436094,0,261.564848835754,18.0189521702252,341.179176253194,341.179176253194,-5.6843418860808e-14
P043,Aceites de origen vegetal,682.31368923762,11.1505532957164,0,847.894965648283,0.247374306622369,1541.60658248824,1541.60658248824,2.27373675443232e-13
P044,"Margarina, grasas y otros aceites de origen animal y vegetal",150.749653366917,2.33906183988892,0,164.36792243289,19.0402527117246,336.49689035142,336.49689035142,0
P045,Leche líquida y crema procesada,93.8316032960011,2.33331591933354,0,77.9665960924538,175.469166500961,349.600681808749,349.600681808749,0
P046,Otros productos lácteos n.c.p.,193.822407486303,4.7375116190345,0,156.134428003293,344.467417070878,699.161764179508,699.161764179508,0
P047,Harina de trigo,53.9369738103625,5.99990593885084,0,473.675306062503,0,533.612185811716,533.612185811716,0
P048,Arroz sin cáscara,17.5204220176752,0.892756915338772,0,160.669628233267,0,179.082807166281,179.082807166281,0
P049,"Otros productos de molinería, almidones y productos de almidón",76.2884794095082,2.85311960608205,0,302.558602329538,19.0882811156715,400.7884824608,400.7884824608,0
P050,Pan y otros productos de panadería y repostería n.c.p.,1543.44913947755,18.417736657953,0,378.143118318957,1164.64534074449,3104.65533519895,3104.65533519895,0
P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",851.529343212046,13.9817181782102,0,12.202957301278,1970.02936864234,2847.74338733387,2847.74338733387,0
P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",996.081333645291,37.766245622872,0,3200.97923664433,18.1753273441145,4253.0021432566,4253.0021432566,0
P053,Productos alimenticios n.c.p.,657.517488827354,19.8877272288148,0,1848.17599748077,77.2361868432343,2602.81740038017,2602.81740038017,-4.54747350886464e-13
P054,Preparados para alimentación animal,183.132356181266,8.58180210558486,0,1327.40186663665,96.6132515205515,1615.72927644405,1615.72927644405,-2.27373675443232e-13
P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",57.351560222539,2.66073691847774,0,407.124692283988,4.84639564252982,471.983385067534,471.983385067534,-5.6843418860808e-14
P056,Malta y cerveza de malta,65.0717735886262,2.85852395019485,0,356.540126038498,0,424.470423577319,424.470423577319,0
P057,Bebidas no alcohólicas,369.837123807062,11.73259107332,0,1368.87478743843,12.7145991877226,1763.15910150654,1763.15910150654,0
P058,Aguas minerales y otras aguas embotelladas,153.93517155294,4.81789553137679,0,556.883798867025,3.29180825972402,718.928674211066,718.928674211066,-1.13686837721616e-13
P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",863.018476856808,17.487031553132,0,440.826432700504,322.3562317579,1643.68817286834,1643.68817286834,0
P060,"Prendas de vestir, adobo y teñido de pieles",1323.3380896859,19.4953826866957,0,517.543722178137,380.085623049313,2240.46281760005,2240.46281760005,0
P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,256.957574374898,4.33923801225176,0,108.541231816235,137.020768717987,506.858812921372,506.858812921372,0
P062,"Calzado y sus partes, de cualquier material y de cualquier uso",371.489411111255,4.24350365888682,0,80.3743921752508,58.0245997933995,514.131906738793,514.131906738793,0
P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",537.993911976948,9.92089937730404,0,260.171513788959,271.579993748071,1079.66631889128,1079.66631889128,0
P064,Pasta de papel y papel,175.542136233577,3.16462480313692,0,189.685252638019,6.15770707535604,374.549720750089,374.549720750089,0
P065,Envases de papel y cartón,363.365934823436,6.80191395862106,0,428.215311434842,41.2383366953432,839.621496912243,839.621496912243,0
P066,Productos de la edición,156.820341382294,3.72584661797643,0,506.816671971499,25.6237850011998,692.986644972969,692.986644972969,0
P067,Productos de la impresión,372.082921849911,5.61307570349274,0,213.519626286784,31.3873609486593,622.602984788846,622.602984788846,0
P068,"Gasolinas, diésel oil y fuel oils",8.30133108271869,0.445042342821924,0,86.0810122883145,0,94.8273857138551,94.8273857138551,0
P069,"Aceites, grasas lubricantes y otros aceites preparados",0,0,0,0,0,0,0,0
P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",9.0539028635069,0.485388439746174,0,99.0160358246012,0,108.555327127854,108.555327127854,0
P071,"Abonos, fertilizantes y pesticidas",159.103708628227,10.1182590848498,0,1612.2958294428,9.92639365345446,1791.44419080933,1791.44419080933,0
P072,"Pinturas, barnices, tintas y productos relacionados",132.874164363418,3.06683601511541,0,224.855638562625,0.627635477725393,361.424274418883,361.424274418883,0
P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",525.683689462018,10.5164140375358,0,1118.94142846165,50.4837438584591,1705.62527581966,1705.62527581966,0
P074,Otros productos químicos,260.33310296197,9.63310573389316,0,903.849809643018,33.5508567877861,1207.36687512667,1207.36687512667,0
P075,Productos farmacéuticos,339.19720730274,5.40906200985827,0,473.677247690228,0,818.283517002827,818.283517002827,0
P076,Productos de caucho y plástico,1037.67587083736,19.3391056345291,0,1169.7525297067,124.411888481093,2351.17939465968,2351.17939465968,0
P077,Vidrio y productos de vidrio,65.8967792757796,1.55985299920088,0,169.778034568548,0,237.234666843529,237.234666843529,0
P078,Productos de cerámica y arcilla,165.307332780441,3.90337732775977,0,175.091924157497,242.68927171025,586.991905975947,586.991905975947,-1.13686837721616e-13
P079,"Cemento, cal y yeso",392.244486080935,16.9355728489265,0,1716.90935617459,5.6878430710805,2131.77725817553,2131.77725817553,4.54747350886464e-13
P080,"Artículos de hormigón, cemento y yeso",293.041364925041,5.61024807087753,0,299.766931613277,37.2194194297497,635.637964038945,635.637964038945,0
P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,77.0170248690915,2.80914165103317,0,98.0490744008119,6.7800513277764,184.655292248713,184.655292248713,0
P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",348.029879599332,11.7942518263879,0,945.276686458328,1.85954410634726,1306.9603619904,1306.9603619904,-2.27373675443232e-13
P083,Productos metálicos estructurales y sus partes de hierro o de acero,199.297006854817,5.17784939793706,0,146.717100270109,114.774863549469,465.966820072333,465.966820072333,0
P084,Otros productos elaborados de metal,321.411493858048,8.67325355944981,0,337.6502699877,156.630076740127,824.365094145325,824.365094145325,0
P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",321.394382581368,6.90742055754311,0,436.349399355209,32.8004519772858,797.451654471405,797.451654471405,0
P086,Electrodomésticos y sus partes,0,0,0,0,0,0,0,0
P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",0,0,0,0,0,0,0,0
P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",112.00520430089,2.40722020256191,0,153.75868507715,11.4308821933044,279.601991773906,279.601991773906,-5.6843418860808e-14
P089,"Equipo y aparatos de radio, televisión y comunicaciones",0,0,0,0,0,0,0,0
P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",5.20083877168469,0.146332708663959,0,5.24070514395034,10.5908386021398,21.1787152264388,21.1787152264388,0
P091,Equipo de transporte,105.584834647752,2.26923336852668,0,143.349982689583,10.7756404159194,261.97969112178,261.97969112178,0
P092,Muebles,610.317896248799,13.0260760473594,0,387.000401483812,839.598446233741,1849.94282001371,1849.94282001371,0
P093,Otros artículos n.c.p.,286.242410662025,6.33666157485881,0,362.567569999097,121.059137349233,776.205779585213,776.205779585213,0
P094,Residuos y desechos,403.270069557571,7.86676834539238,0,388.937364903798,179.504504437092,979.578707243854,979.578707243854,1.13686837721616e-13
P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",1247.71678687333,38.3201993908215,0,6900.90746345296,0,8186.94444971712,8186.94444971712,0
P096,Agua natural y distribución de agua natural,985.716709491711,16.1777181964981,0,819.518187413248,207.221670053124,2028.63428515458,2028.63428515458,0
P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",266.678824677632,3.22371804888517,0,74.0317264736196,132.457389445221,476.391658645358,476.391658645358,0
P098,Edificaciones residenciales,3988.71124716316,77.1380498988112,0,1153.51488166328,2343.31910848307,7562.68328720833,7562.68328720833,0
P099,Edificaciones no residenciales,1264.48131623725,39.94963429031,0,740.103842251258,275.908849816579,2320.44364259539,2320.44364259539,0
P100,Obras de ingeniería civil,1895.05762440392,76.5930129246329,0,2759.27169905962,0,4730.92233638817,4730.92233638817,0
P101,Servicios generales y especializados de construcción,2272.4841170955,39.7109011692617,0,1187.68410788596,385.719671201252,3885.59879735197,3885.59879735197,0
P102,Servicios de comercio,22714.4456047792,441.427128546539,0,23793.869958114,25703.5849243738,72653.3276158136,72653.3276158136,0
P103,Mantenimiento y reparación de vehículos automotores y motocicletas,1790.08943142619,36.5406284018612,0,1211.9263206407,2551.97682642014,5590.5332068889,5590.5332068889,0
P104,Servicio de transporte de pasajeros por vía terrestre,1079.25166493019,19.4201278558037,0,676.32567266138,1149.92805627673,2924.9255217241,2924.9255217241,0
P105,Servicio de transporte de carga por vía terrestre,1768.97759007327,33.3121188732422,0,1181.23377782787,2011.55555242546,4995.07903919984,4995.07903919984,0
P106,Otros tipos de transporte,89.1398384873618,10.14253009715,0,125.836854088056,21.8226393292612,246.941862001829,246.941862001829,0
P107,Servicios de almacenamiento y depósito,76.6004557161841,1.84005160996258,0,71.7428757571576,10.4158894126888,160.599272495993,160.599272495993,0
P108,Otros servicios de apoyo al transporte,1471.49175687771,31.8757532142435,0,1277.12308979471,237.969983561183,3018.46058344785,3018.46058344785,4.54747350886464e-13
P109,Servicios postales y de mensajería,334.890275817479,4.47416715425891,0,135.919140694658,48.3949603954229,523.67854406182,523.67854406182,0
P110,Servicio de alojamiento,541.898173286146,10.3690343585876,0,281.130243863876,170.233221170841,1003.63067267945,1003.63067267945,0
P111,Servicio de suministro de comidas y bebidas,3435.9133797856,79.7783477765741,0,2724.32248330424,4318.93251568249,10558.9467265489,10558.9467265489,0
P112,"Servicios de información, telecomunicaciones y radiodifusión",1744.12318464213,69.8954504350312,-2.965205,12728.8482866256,317.497995087192,14857.3997117899,14857.3997117899,0
P113,Servicios de banco central,88.2254658924374,7.34252032513717,0,160.253439556396,0,255.821425773971,255.821425773971,0
P114,Otros servicios financieros y servicios de banca de inversión,266.053553055416,22.1130798494849,0,483.220791451194,0.164175230646876,771.551599586742,771.551599586742,0
P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),3171.83698974007,254.100096469391,0,5733.98350430759,52.2759582991187,9212.19654881616,9212.19654881616,0
P116,"Servicios de seguro, reaseguro y fondos de pensiones",319.623594240713,11.370410937587,0,878.614075438603,0.202931109831804,1209.81101172673,1209.81101172673,0
P117,Servicios auxiliares de la intermediación financiera,813.410258285405,23.0645638584515,0,1372.98315759359,283.488557719696,2492.94653745714,2492.94653745714,0
P118,Servicios de alquiler de vivienda,0.0726490007222091,724.710787238392,0,28064.3257778913,0.033662261039716,28789.1428763914,28789.1428763914,0
P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",2107.0890864998,51.0093701136913,-6.87058184999999,4534.18661937374,881.625426275329,7567.03992041255,7567.03992041255,-9.09494701772928e-13
P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",1168.43415470025,19.6975431653846,0,200.318020858932,1650.09394687328,3038.54366559785,3038.54366559785,0
P121,Servicios de tecnología de la información,534.352241020233,8.77425527436591,0,334.611073368524,451.16914680802,1328.90671647114,1328.90671647114,0
P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",652.539109238031,11.2861743448495,0,853.67014311709,93.425096081167,1610.92052278114,1610.92052278114,-2.27373675443232e-13
P123,"Otros servicios profesionales, científicos y técnicos",3567.21101764832,37.9877800369458,0,907.887929880204,212.704578535317,4725.79130610079,4725.79130610079,0
P124,Servicios de publicidad y estudios de mercado,1069.34756315406,17.3287732310968,0,1112.77732305901,123.795444082491,2323.24910352665,2323.24910352665,0
P125,Servicios de arrendamiento o alquiler sin operador,652.258740339809,18.914658714527,0,2140.15495095972,458.523675740194,3269.85202575425,3269.85202575425,0
P126,Servicios  de agencias de empleo y de dotación de recursos humanos,4316.10634277562,42.8898804980045,0,855.857194017457,0.023750634924411,5214.877167926,5214.877167926,0
P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",204.292738198827,3.12524110175476,0,162.295438740286,55.2246804526934,424.938098493561,424.938098493561,5.6843418860808e-14
P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",2210.76590509407,21.5296075572132,0,491.862247027891,46.0683767262362,2770.22613640541,2770.22613640541,0
P129,Servicios de limpieza,533.283122790436,6.13534867723097,0,113.870931424033,68.934367240594,722.223770132294,722.223770132294,1.13686837721616e-13
P130,Servicios telefónicos de centros de llamadas,1332.9101492199,17.8144538527074,0,301.56887832546,0.0532301844718495,1652.34671158253,1652.34671158253,0
P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",642.389347859713,12.8932701208734,0,715.163495352617,239.177396059292,1609.62350939249,1609.62350939249,0
P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",423.314325537475,8.58221328040011,0,517.131521935756,95.8049665689667,1044.8330273226,1044.8330273226,0
P133,Servicios de reparación de otros bienes,197.162417745012,5.72879826654964,0,122.407006617216,546.542126658329,871.840349287107,871.840349287107,0
P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",504.120522775138,12.0094835673949,0,471.775857568451,1739.08986165721,2726.99572556819,2726.99572556819,0
P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",40.0710324169094,0.759240661679938,0,101.850934473418,0,142.681207552007,142.681207552007,0
P136,Servicios de manufactura,2054.89940150645,47.1890477543106,0,1139.78521877597,1038.84032098163,4280.71398901836,4280.71398901836,0
P137,Servicios públicos del gobierno general,4238.03882220898,7.2105472484448,0,65.1418895927861,0,4310.39125905022,4310.39125905022,0
P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",1297.30987235986,2.20722709794549,0,16.5191772253897,0,1316.03627668319,1316.03627668319,0
P139,Otros servicios administrativos,2057.24913112709,3.50017842783282,0,26.9821220454147,0,2087.73143160034,2087.73143160034,0
P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,7075.91115225555,12.0388684081338,0,90.2770259179832,0,7178.22704658167,7178.22704658167,0
P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,472.927702567369,0.412788745332263,0,77.1289199796076,0,550.469411292309,550.469411292309,0
P142,Servicios de enseñanza,14546.0613753175,51.438489071251,0,2257.43834263422,302.819702461346,17157.7579094843,17157.7579094843,0
P143,Servicios de hospitalización,4141.74445460962,12.646622879271,0,351.588625554407,118.499345593052,4624.47904863635,4624.47904863635,9.09494701772928e-13
P144,Servicios médicos y dentales,719.410807784688,17.8751320173416,0,267.629872929276,1888.10564023319,2893.02145296449,2893.02145296449,-4.54747350886464e-13
P145,Otros servicios de atención de la salud humana,528.741262442244,12.196686059412,0,170.092360023239,836.179317800248,1547.20962632514,1547.20962632514,0
P146,"Servicios audiovisuales, recreativos, culturales y deportivos",660.33296593708,18.1591263489589,-302.26937698,626.98755372784,129.915954218963,1133.12622325284,1133.12622325284,0
P147,Servicios de asociaciones que sirven a las empresas,134.242841592847,1.9051168685449,-56.375181,84.7053109395735,0,164.478088400965,164.478088400965,0
P148,Servicios de asociaciones que sirven a los hogares,717.345472727728,9.69587253096702,0,130.83100058926,0,857.872345847955,857.872345847955,0
P149,Otros servicios,2252.45111325622,36.7253738413463,0,165.7473854698,4079.69357132901,6534.61744389638,6534.61744389638,0
P150,Servicios domésticos,7294.0998186,0,0,0,0,7294.0998186,7294.0998186,0
P151,Compras directas en el exterior por residentes,0,0,0,0,0,0,0,0
P152,Compras directas en el territorio nacional por no residentes,0,0,0,0,0,0,0,0
