codigo,producto,consumo_intermedio_domestico,consumo_intermedio_importado,impuestos_sobre_productos,subvenciones_sobre_productos,impuestos_netos_sobre_productos,valor_agregado_bruto_oficial,produccion_precios_basicos,residuo_identidad_columna
P040,"Vegetales preparados o en conserva, legumbres y papas",512.163874129586,236.947615510905,11.308048775381,0,11.308048775381,249.695193090632,1010.1147315065,0
P041,Preparaciones y conservas de frutas y nueces,343.319125325281,155.01753375001,4.84997285622609,0,4.84997285622609,484.314061596655,987.500693528172,0
P042,Jugos de frutas,532.619183330248,249.490530076336,12.1866492580626,0,12.1866492580626,341.179176253194,1135.47553891784,0
P043,Aceites de origen vegetal,2473.3685579385,519.521193794235,13.7463708664519,0,13.7463708664519,1541.60658248824,4548.24270508743,0
P044,"Margarina, grasas y otros aceites de origen animal y vegetal",612.370954418667,158.541312834953,5.51767645746614,0,5.51767645746614,336.49689035142,1112.92683406251,0
P045,Leche líquida y crema procesada,600.637113756199,78.3941706014513,7.85669132093414,0,7.85669132093414,349.600681808749,1036.48865748733,0
P046,Otros productos lácteos n.c.p.,1059.88741949933,157.086487390048,17.2879906484046,0,17.2879906484046,699.161764179508,1933.42366171729,0
P047,Harina de trigo,413.483306547504,1209.51383641351,12.2544127283019,0,12.2544127283019,533.612185811716,2168.86374150103,0
P048,Arroz sin cáscara,142.283870062631,216.595850287479,5.11878714732427,0,5.11878714732427,179.082807166281,543.081314663716,0
P049,"Otros productos de molinería, almidones y productos de almidón",356.318035995638,374.06210880511,8.49111449815488,0,8.49111449815488,400.7884824608,1139.6597417597,0
P050,Pan y otros productos de panadería y repostería n.c.p.,3638.83556181381,815.198929858044,42.1222219868084,0,42.1222219868084,3104.65533519895,7600.81204885762,0
P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",2062.9932243713,791.180980115078,16.3733011285041,0,16.3733011285041,2847.74338733387,5718.29089294875,0
P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",8322.97956291171,424.218040898192,42.5615493278945,0,42.5615493278945,4253.0021432566,13042.7612963944,0
P053,Productos alimenticios n.c.p.,2579.86622150503,1892.1951136568,76.7794825345126,0,76.7794825345126,2602.81740038017,7151.65821807651,0
P054,Preparados para alimentación animal,1948.49911686637,2451.84674793591,14.8198246165766,0,14.8198246165766,1615.72927644405,6030.89496586291,0
P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",866.788472755792,132.289375967371,22.4954009073008,0,22.4954009073008,471.983385067534,1493.556634698,0
P056,Malta y cerveza de malta,486.180880798853,492.524627488608,16.4074350066378,0,16.4074350066378,424.470423577319,1419.58336687142,0
P057,Bebidas no alcohólicas,3390.62037927323,1919.87433794071,78.5040113305865,0,78.5040113305865,1763.15910150654,7152.15783005107,0
P058,Aguas minerales y otras aguas embotelladas,296.058978986196,128.840699168343,7.46227849644004,0,7.46227849644004,718.928674211066,1151.29063086204,0
P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",1539.59053283163,1391.60819265142,43.7079221950599,0,43.7079221950599,1643.68817286834,4618.59482054646,0
P060,"Prendas de vestir, adobo y teñido de pieles",2625.99928925417,1541.52998196314,71.8369178202925,0,71.8369178202925,2240.46281760005,6479.82900663765,0
P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,500.767875762903,125.274203793732,8.21772406831038,0,8.21772406831038,506.858812921372,1141.11861654632,0
P062,"Calzado y sus partes, de cualquier material y de cualquier uso",565.666814499373,279.090335413416,12.8149126170514,0,12.8149126170514,514.131906738793,1371.70396926863,0
P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",1673.10094589502,454.109310896221,25.7546854137932,0,25.7546854137932,1079.66631889128,3232.63126109632,0
P064,Pasta de papel y papel,515.665717249268,704.047245842802,14.8108617332245,0,14.8108617332245,374.549720750089,1609.07354557538,0
P065,Envases de papel y cartón,797.285251110219,1062.33284156248,21.6825383454038,0,21.6825383454038,839.621496912243,2720.92212793035,0
P066,Productos de la edición,401.965327768839,203.27118582698,9.50368920081153,0,9.50368920081153,692.986644972969,1307.7268477696,0
P067,Productos de la impresión,609.598118217476,432.060728227433,19.4536238918964,0,19.4536238918964,622.602984788846,1683.71545512565,0
P068,"Gasolinas, diésel oil y fuel oils",16.4276287323508,7.3746700588125,0.557841043261591,0,0.557841043261591,94.8273857138551,119.18752554828,0
P069,"Aceites, grasas lubricantes y otros aceites preparados",0,0,0,0,0,0,0,0
P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",43.1578066883277,34.2596224396155,1.954962964322,0,1.954962964322,108.555327127854,187.927719220119,0
P071,"Abonos, fertilizantes y pesticidas",1249.04211667517,1355.31222852812,29.2115494982614,0,29.2115494982614,1791.44419080933,4425.01008551088,0
P072,"Pinturas, barnices, tintas y productos relacionados",273.473844465238,384.821987717084,11.1367269337338,0,11.1367269337338,361.424274418883,1030.85683353494,0
P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",884.265715667669,1513.64441268643,37.485433261659,0,37.485433261659,1705.62527581966,4141.02083743542,0
P074,Otros productos químicos,1399.87152933823,637.60385491761,21.43994155671,0,21.43994155671,1207.36687512667,3266.28220093921,0
P075,Productos farmacéuticos,717.788608457784,863.60232323128,27.8448499844045,0,27.8448499844045,818.283517002827,2427.51929867629,0
P076,Productos de caucho y plástico,1728.99078531573,3758.95362230717,59.5914647588293,0,59.5914647588293,2351.17939465968,7898.71526704141,0
P077,Vidrio y productos de vidrio,252.810205771888,201.749285574297,6.76899156872392,0,6.76899156872392,237.234666843529,698.563149758438,0
P078,Productos de cerámica y arcilla,538.727918680399,180.286951844252,12.0524308461894,0,12.0524308461894,586.991905975947,1318.05920734679,0
P079,"Cemento, cal y yeso",1684.34916650166,409.000466281266,45.7769037571212,0,45.7769037571212,2131.77725817553,4270.90379471557,0
P080,"Artículos de hormigón, cemento y yeso",1301.73684478184,140.309612238217,43.7436360418344,0,43.7436360418344,635.637964038945,2121.42805710083,0
P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,281.167409666161,114.886418278053,7.07578277431313,0,7.07578277431313,184.655292248713,587.78490296724,0
P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",1444.29965273448,2087.43449923066,41.02306827417,0,41.02306827417,1306.9603619904,4879.7175822297,0
P083,Productos metálicos estructurales y sus partes de hierro o de acero,280.839764489233,808.513667707606,15.7736851597474,0,15.7736851597474,465.966820072333,1571.09393742892,0
P084,Otros productos elaborados de metal,491.829107597763,1193.13095951219,29.2802028304525,0,29.2802028304525,824.365094145325,2538.60536408573,0
P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",454.20815688117,675.369422236544,15.7319058858782,0,15.7319058858782,797.451654471405,1942.761139475,0
P086,Electrodomésticos y sus partes,0,0,0,0,0,0,0,0
P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",0,0,0,0,0,0,0,0
P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",422.77891354524,539.761617922041,16.6701896216078,0,16.6701896216078,279.601991773906,1258.8127128628,0
P089,"Equipo y aparatos de radio, televisión y comunicaciones",0,0,0,0,0,0,0,0
P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",17.1961231924037,9.15626432264958,0.658032340052539,0,0.658032340052539,21.1787152264388,48.1891350815446,0
P091,Equipo de transporte,228.140871806032,168.83729555426,6.80654208658476,0,6.80654208658476,261.97969112178,665.764400568657,0
P092,Muebles,2354.21024862932,653.389309063851,36.7960615910916,0,36.7960615910916,1849.94282001371,4894.33843929797,0
P093,Otros artículos n.c.p.,481.971825134321,297.275167426262,15.8944538048887,0,15.8944538048887,776.205779585213,1571.34722595069,0
P094,Residuos y desechos,228.093625460103,131.570645134038,17.523753273405,0,17.523753273405,979.578707243854,1356.7667311114,0
P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",3066.27692383263,2888.45260631673,102.659349245743,0,102.659349245743,8186.94444971712,14244.3333291122,0
P096,Agua natural y distribución de agua natural,1072.52919405755,262.12429970368,40.3241885559787,0,40.3241885559787,2028.63428515458,3403.61196747179,0
P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",136.583127435157,103.844697270213,12.3563834315538,0,12.3563834315538,476.391658645358,729.175866782281,0
P098,Edificaciones residenciales,6131.03675821292,1463.12290830135,152.39227749267,0,152.39227749267,7562.68328720833,15309.2352312153,0
P099,Edificaciones no residenciales,2940.4780381426,1005.0177276115,75.7561415284142,0,75.7561415284142,2320.44364259539,6341.69554987791,0
P100,Obras de ingeniería civil,5092.02803462613,1144.14162101234,145.832315088386,0,145.832315088386,4730.92233638817,11112.924307115,0
P101,Servicios generales y especializados de construcción,4572.39963958918,1328.64643052016,142.042030185112,0,142.042030185112,3885.59879735197,9928.68689764642,0
P102,Servicios de comercio,25097.3919306619,3545.62362733762,747.295055992903,0,747.295055992903,72653.3276158136,102043.638229806,0
P103,Mantenimiento y reparación de vehículos automotores y motocicletas,1610.00105020189,955.766211820764,101.623716168819,0,101.623716168819,5590.5332068889,8257.92418508037,0
P104,Servicio de transporte de pasajeros por vía terrestre,1388.26317808472,1510.08450900033,149.750784517951,-23.213677185868,126.537107332083,2924.9255217241,5949.81031614124,0
P105,Servicio de transporte de carga por vía terrestre,3108.69638831111,3001.30034147338,312.782635090715,0,312.782635090715,4995.07903919984,11417.858404075,0
P106,Otros tipos de transporte,146.315638703028,83.2285914473835,7.54943478278943,0,7.54943478278943,246.941862001829,484.03552693503,0
P107,Servicios de almacenamiento y depósito,93.2198612390078,3.21765131690015,2.27743154067425,0,2.27743154067425,160.599272495993,259.314216592575,0
P108,Otros servicios de apoyo al transporte,2384.74180570405,419.619937661681,51.7325939985102,0,51.7325939985102,3018.46058344785,5874.55492081209,0
P109,Servicios postales y de mensajería,412.932725405828,150.58326741168,18.2070774601772,0,18.2070774601772,523.67854406182,1105.40161433951,0
P110,Servicio de alojamiento,680.410217370068,169.619032060061,21.785256715853,0,21.785256715853,1003.63067267945,1875.44517882543,0
P111,Servicio de suministro de comidas y bebidas,13663.8043762926,2864.39652827769,340.122014986542,0,340.122014986542,10558.9467265489,27427.2696461057,0
P112,"Servicios de información, telecomunicaciones y radiodifusión",5608.3009058348,2855.36887832486,191.723084474555,0,191.723084474555,14857.3997117899,23512.7925804241,0
P113,Servicios de banco central,380.248981348484,47.2322856541654,12.7250540196207,0,12.7250540196207,255.821425773971,696.027746796241,0
P114,Otros servicios financieros y servicios de banca de inversión,1132.99456642268,242.600308068748,22.1032889506394,0,22.1032889506394,771.551599586742,2169.24976302881,0
P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),4244.63963076077,343.638787469245,84.6383250707507,0,84.6383250707507,9212.19654881616,13885.1132921169,0
P116,"Servicios de seguro, reaseguro y fondos de pensiones",1697.55370950422,821.396692439836,44.14223282239,0,44.14223282239,1209.81101172673,3772.90364649318,0
P117,Servicios auxiliares de la intermediación financiera,1713.25278167587,121.216547061757,31.7525417431323,0,31.7525417431323,2492.94653745714,4359.16840793789,0
P118,Servicios de alquiler de vivienda,1607.71364715749,30.0179250111783,35.9004198376546,0,35.9004198376546,28789.1428763914,30462.7748683978,0
P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",2865.4122229161,137.988415914275,78.1748058429153,0,78.1748058429153,7567.03992041255,10648.6153650858,0
P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",657.812558858845,80.4407228271365,18.5309052654721,0,18.5309052654721,3038.54366559785,3795.32785254931,0
P121,Servicios de tecnología de la información,661.668491022418,219.711338735485,24.4938765483913,0,24.4938765483913,1328.90671647114,2234.78042277744,0
P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",857.918370033253,129.389681939257,26.9285683449344,0,26.9285683449344,1610.92052278114,2625.15714309858,0
P123,"Otros servicios profesionales, científicos y técnicos",1776.825712218,217.236747870887,49.2586574029997,0,49.2586574029997,4725.79130610079,6769.11242359268,0
P124,Servicios de publicidad y estudios de mercado,1645.99150324532,385.096668827406,47.1333022010381,0,47.1333022010381,2323.24910352665,4401.47057780042,0
P125,Servicios de arrendamiento o alquiler sin operador,1264.53316646226,278.025432636169,44.1396607995515,0,44.1396607995515,3269.85202575425,4856.55028565223,0
P126,Servicios  de agencias de empleo y de dotación de recursos humanos,540.340497357195,86.8414379044555,17.4777347830632,0,17.4777347830632,5214.877167926,5859.53683797072,0
P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",235.716235862439,39.0709448105944,7.98712161882513,0,7.98712161882513,424.938098493561,707.71240078542,0
P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",497.316717364894,107.544289863198,18.1444531789493,0,18.1444531789493,2770.22613640541,3393.23159681246,0
P129,Servicios de limpieza,252.671129608198,32.0143631722063,7.51984818116232,0,7.51984818116232,722.223770132294,1014.42911109386,0
P130,Servicios telefónicos de centros de llamadas,438.751036442374,26.5789067474676,10.8515997825836,0,10.8515997825836,1652.34671158253,2128.52825455496,0
P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",544.520310821955,116.680447347018,22.8140979584,0,22.8140979584,1609.62350939249,2293.63836551987,0
P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",1493.09073192543,1200.91276529328,52.4222288138337,0,52.4222288138337,1044.8330273226,3791.25875335514,0
P133,Servicios de reparación de otros bienes,227.971029650361,141.268805841768,9.11292283436973,0,9.11292283436973,871.840349287107,1250.19310761361,0
P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",222.997237919099,101.633491552488,18.9695224555086,0,18.9695224555086,2726.99572556819,3070.59597749529,0
P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",128.509551810143,106.802586704728,3.88003248252194,0,3.88003248252194,142.681207552007,381.8733785494,0
P136,Servicios de manufactura,1865.52855716323,620.668667514694,50.2949329719283,0,50.2949329719283,4280.71398901836,6817.20614666822,0
P137,Servicios públicos del gobierno general,4894.4594319089,918.572143358105,160.343048250767,0,160.343048250767,4310.39125905022,10283.765882568,0
P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",446.128171914343,54.5692738220751,15.4338783286749,0,15.4338783286749,1316.03627668319,1832.16760074829,0
P139,Otros servicios administrativos,1840.23673052896,123.04320111947,48.478109264022,0,48.478109264022,2087.73143160034,4099.48947251279,0
P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,1214.99723836845,247.480035190489,41.6293323401643,0,41.6293323401643,7178.22704658167,8682.33365248077,0
P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,138.667305723027,45.9204556304211,3.17053082006788,0,3.17053082006788,550.469411292309,738.227703465825,1.13686837721616e-13
P142,Servicios de enseñanza,2196.51432507594,417.887552500996,91.7781638817273,0,91.7781638817273,17157.7579094843,19863.9379509429,-3.63797880709171e-12
P143,Servicios de hospitalización,1280.06426276802,444.36703904965,56.0834931468171,0,56.0834931468171,4624.47904863635,6404.99384360084,0
P144,Servicios médicos y dentales,1121.24996783086,478.458060486569,51.821327985129,0,51.821327985129,2893.02145296449,4544.55080926705,0
P145,Otros servicios de atención de la salud humana,869.44816619134,214.232232616008,32.5235820512386,0,32.5235820512386,1547.20962632514,2663.41360718373,0
P146,"Servicios audiovisuales, recreativos, culturales y deportivos",820.740556802703,217.4940088282,27.1541764276152,0,27.1541764276152,1133.12622325284,2198.51496531136,0
P147,Servicios de asociaciones que sirven a las empresas,87.7329785267661,10.6146698548556,2.72378178244625,0,2.72378178244625,164.478088400965,265.549518565033,0
P148,Servicios de asociaciones que sirven a los hogares,904.306726960756,129.178403592693,34.6156482429694,0,34.6156482429694,857.872345847955,1925.97312464437,0
P149,Otros servicios,893.108058217101,212.953681444391,33.9323118810028,0,33.9323118810028,6534.61744389638,7674.61149543887,0
P150,Servicios domésticos,0,0,0,0,0,7294.0998186,7294.0998186,0
P151,Compras directas en el exterior por residentes,0,0,0,0,0,0,0,0
P152,Compras directas en el territorio nacional por no residentes,0,0,0,0,0,0,0,0
